20,0.0,0.0,0.0,1,1,3,100
20,0.0,0.0,0.0,1,1,3,100
20,0.0,0.0,0.05,1,1,3,97
20,0.0,0.0,0.1,1,1,3,91
20,0.0,0.0,0.2,1,1,3,86
20,0.0,0.0,0.25,1,1,3,75
20,0.0,0.0,0.0,1,1,3,100
20,0.0,0.0,0.05,1,1,3,96
20,0.0,0.0,0.1,1,1,3,85
20,0.0,0.0,0.2,1,1,3,77
20,0.0,0.0,0.25,1,1,3,77
20,0.0,0.0,0.5,1,1,3,47
20,0.0,0.01,0.0,1,1,3,100
20,0.0,0.01,0.05,1,1,3,98
20,0.0,0.01,0.1,1,1,3,92
20,0.0,0.01,0.2,1,1,3,84
20,0.0,0.01,0.25,1,1,3,76
20,0.0,0.01,0.5,1,1,3,48
20,0.0,0.05,0.0,1,1,3,100
20,0.0,0.05,0.05,1,1,3,96
20,0.0,0.05,0.1,1,1,3,96
20,0.0,0.05,0.2,1,1,3,80
20,0.0,0.05,0.25,1,1,3,75
20,0.0,0.05,0.5,1,1,3,58
20,0.0,0.1,0.0,1,1,3,100
20,0.0,0.1,0.05,1,1,3,93
20,0.0,0.1,0.1,1,1,3,95
20,0.0,0.1,0.2,1,1,3,80
20,0.0,0.1,0.25,1,1,3,71
20,0.0,0.1,0.5,1,1,3,55
20,0.0,0.2,0.0,1,1,3,100
20,0.0,0.2,0.05,1,1,3,93
20,0.0,0.2,0.1,1,1,3,91
20,0.0,0.2,0.2,1,1,3,83
20,0.0,0.2,0.25,1,1,3,80
20,0.0,0.2,0.5,1,1,3,64
20,0.0,0.25,0.0,1,1,3,100
20,0.0,0.25,0.05,1,1,3,97
20,0.0,0.25,0.1,1,1,3,90
20,0.0,0.25,0.2,1,1,3,80
20,0.0,0.25,0.25,1,1,3,71
20,0.0,0.25,0.5,1,1,3,51
20,0.0,0.5,0.0,1,1,3,100
20,0.0,0.5,0.05,1,1,3,93
20,0.0,0.5,0.1,1,1,3,95
20,0.0,0.5,0.2,1,1,3,80
20,0.0,0.5,0.25,1,1,3,74
20,0.0,0.5,0.5,1,1,3,64
20,0.01,0.0,0.0,1,1,3,94
20,0.01,0.0,0.05,1,1,3,91
20,0.01,0.0,0.1,1,1,3,85
20,0.01,0.0,0.2,1,1,3,74
